"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|HU","Without Sequence","130.00","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|HU","Without Sequence","122.03","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|HU","Without Sequence","114.19","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|HU","Without Sequence","102.79","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|HU","Without Sequence","99.96","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|HU","Without Sequence","91.49","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|HU","Without Sequence","87.55","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|HU","Without Sequence","86.43","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|HU","Without Sequence","85.00","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|HU","Without Sequence","84.10","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|HU","Without Sequence","85.17","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|HU","Without Sequence","89.56","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|HU","Without Sequence","107.45","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|HU","Without Sequence","122.08","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|HU","Without Sequence","132.86","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|HU","Without Sequence","120.86","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|HU","Without Sequence","112.36","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|HU","Without Sequence","104.99","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|HU","Without Sequence","99.68","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|HU","Without Sequence","100.26","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|HU","Without Sequence","110.89","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|HU","Without Sequence","119.44","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|HU","Without Sequence","128.51","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|HU","Without Sequence","137.82","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|HU","Without Sequence","137.46","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|HU","Without Sequence","130.13","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|HU","Without Sequence","119.84","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|HU","Without Sequence","112.07","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|HU","Without Sequence","105.62","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|HU","Without Sequence","96.61","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|HU","Without Sequence","89.19","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|HU","Without Sequence","86.76","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|HU","Without Sequence","86.73","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|HU","Without Sequence","85.81","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|HU","Without Sequence","87.78","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|HU","Without Sequence","91.42","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|HU","Without Sequence","110.57","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|HU","Without Sequence","128.75","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|HU","Without Sequence","141.62","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|HU","Without Sequence","130.39","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|HU","Without Sequence","119.13","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|HU","Without Sequence","109.13","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|HU","Without Sequence","101.75","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|HU","Without Sequence","108.15","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|HU","Without Sequence","115.59","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|HU","Without Sequence","125.73","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|HU","Without Sequence","136.11","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|HU","Without Sequence","143.79","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|HU","Without Sequence","140.00","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|HU","Without Sequence","132.15","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|HU","Without Sequence","120.00","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|HU","Without Sequence","109.37","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|HU","Without Sequence","104.86","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|HU","Without Sequence","95.83","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|HU","Without Sequence","91.75","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|HU","Without Sequence","88.59","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|HU","Without Sequence","87.25","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|HU","Without Sequence","82.38","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|HU","Without Sequence","82.07","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|HU","Without Sequence","88.84","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|HU","Without Sequence","101.41","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|HU","Without Sequence","116.83","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|HU","Without Sequence","141.00","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|HU","Without Sequence","129.16","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|HU","Without Sequence","113.65","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|HU","Without Sequence","106.48","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|HU","Without Sequence","99.38","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|HU","Without Sequence","99.00","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|HU","Without Sequence","105.98","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|HU","Without Sequence","117.68","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|HU","Without Sequence","147.05","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|HU","Without Sequence","149.12","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|HU","Without Sequence","136.66","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|HU","Without Sequence","132.31","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|HU","Without Sequence","122.00","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|HU","Without Sequence","107.19","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|HU","Without Sequence","100.00","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|HU","Without Sequence","96.40","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|HU","Without Sequence","90.64","",""
